Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
HP,AMD Ryzen 7 Pro 7840HS,"AMD Radeon 780M, NVidia Quadro RTX 2000",32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,2410.75
Microsoft,Intel Core i5 10-Core (12th Gen),Intel Iris Xe Graphics,16GB,12.4 Inches,1536 x 1024 PixelSense Touchscreen,512GB SSD,Windows 11 Pro,None,1239.99
Microsoft,Intel Core i5-1135G7 2.40GHz,Intel Iris Xe Graphics,4GB,12.4 Inches,1536x1024,128GB SSD,Windows 11 Pro,None,714.99
HP,Intel Core i7-13800H,NVIDIA RTX 2000,32GB DDR5,"16"" 3840 x 2400 120 Hz IPS Display",,1TB M.2 PCIe SSD,Windows 11 Pro,1.77 kg,3364.99
Lenovo,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,None,893.1
Microsoft,Intel Core i5 1135G7,Intel Iris Xe Graphics,8GB,12.4 Inches,1536 x 1024,256GB SSD,Windows 11 Pro,None,893.99
HP,AMD Ryzen 7 PRO 7840HS,AMD Radeon 780M,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,3.1 lb,1559.46
CTL,Celeron N5100 (1.10GHz) ,Intel HD Graphics,8GB,11.6 Inches,1366 x 768,64GB SSD,Chrome OS,None,307.88
Microsoft,Intel Core i3-10100Y (1.30 GHz),Intel UHD Graphics 615,8GB,10.5 Inches,1920 x 1280,128 GB SSD,Windows 10 Pro,1.22 lbs.,819.99
EA,Intel Core i5-7200U,Intel HD Graphics 620,8GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,59.99
HP,Intel Core i5 13th Gen (10 Core),NVIDIA RTX A500,16GB,16 Inches,1920 x 1200,256GB PCIe SSD,Windows 11 Pro,3.88 lb,1809.99
HP,AMD Ryzen 5 Pro 7540U,AMD Radeon 740M3.2 GHz,16 GB,14 Inches,1920 x 1200,256 GB SSD,Windows 11 Pro,3.05 lb,1202.41
HP,AMD Ryzen 7 Pro 7840HS,AMD Radeon 780M,16GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,None,1700.34
HP,AMD Ryzen 9 PRO 7940HS,NVIDIA RTX A1000,16GB,15.6 Inches,1920 x 1080,512GB PCIe 4.0 x4 SSD,Windows 11 Pro for Workstations (64-Bit),None,2309.99
Dell,Intel Core i7 13th Gen i7-1370P Tetradeca-core (14 Core) 1.90 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1020,512 GB SSD,Windows 11 Pro,None,2053.99
Microsoft,Intel Core i5 10-Core (12th Gen),Intel Iris Xe Graphics,8 GB,12.4 Inches,1536 x 1024 PixelSense Touchscreen,128 GB SSD,Windows 10 Pro (64-Bit),None,813.99
Microsoft,Intel Core i5 10-Core (12th Gen),Intel Iris Xe Graphics,16 GB,12.4 Inches,1536 x 1024 PixelSense Touchscreen,256 GB SSD,Windows 11 Pro,None,1085.99
LENOVO,Intel Core i5 1340P (1.90GHz),Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,2.95 lbs,1522
HP,Intel Core i7-13800H 14-Core (13th Gen),NVIDIA RTX 2000 (8GB GDDR6),32GB DDR5,"16"" 1920 x 1200 60 Hz IPS Display",,1TB M.2 PCIe SSD,Windows 11 Pro,1.77 kg,3111.99
Lenovo,Intel Core i5 12th Gen i5-12500H Dodeca-core (12 Core) 2.50 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,None,1863.34
Lenovo,AMD Ryzen 5 PRO 6650U,AMD Radeon 660M,16GB,16 Inches,1920 x 1200,256 GB SSD,Windows 11 Pro,3.99 lb,1202.48
MSI,Intel i7,Intel UHD Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,1687.99
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon 680M,16GB,14 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,3.06 lb,1478.42
Microsoft,Intel Core i7 12th Gen 1265U (1.80GHz),Intel Iris Xe Graphics,32GB,15.6 Inches,,1TB SSD,Windows 10 Pro,"3.44 lbs (1,560 g)",2497.99
DELL,Intel Core i7 12th Gen i7-1270P Dodeca-core (12 Core),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Pro,None,1292.39
Microsoft,Intel Core i3 12th Gen 10100Y (1.30 GHz) ,Intel UHD Graphics 615,8GB,10.5 Inches,1920 x 1280,128GB SSD,Windows 11 Pro,1.22 lb (553 g),779.99
AMD,AMD Ryzen 7 7700U,AMD Radeon Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,59.99
ASUS,AMD Ryzen 5 7530U CPU,  AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,3.75 lbs.,745.33
MSI,Intel Core i7 12th Gen 12650H (2.30GHz),NVIDIA GeForce RTX 4060,32GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,1TB PCIe SSD,Windows 11 Home,4.10 lbs.,1099.99
Lenovo,Intel Core i5-1130G7,Intel UHD Graphics,8GB,13.0 Inches,2160 x 1350,512GB SSD,Windows 10 Home,None,594.99
Samsung,Intel Celeron N4020 (1.1GHz),Intel UHD Graphics 600,4GB,11.6 Inches,1366 x 768,32GB SSD,Chrome OS,None,209.99
MSI,Intel Core i7 13th Gen 1360P (2.20GHz),NVIDIA GeForce RTX 4050,32GB,16 Inches,2560 x 1600,1TB PCIe SSD,Windows 11 Pro,4.63 lbs.,2006.28
HP,AMD Ryzen 7 7730U Processor,AMD Radeon Graphics,32GB,15.6 Inches,1366 x 768,1TB PCIe SSD,Windows 11 Pro,3.52 lbs.,709
ASUS,Intel Core i7-1360P (3.1GHz),Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1269.99
Lenovo,"Intel Core i7-13700H (14 Cores, 20 Threads, Base Frequency at 1.8 GHz, up to 5.0 GHz)",NVIDIA GeForce RTX 4060 (8GB GDDR6 Memory),64GB DDR5 RAM,"15.6"" FHD (1920 x 1080) IPS 144Hz, 350 nits, Non-touch Display",,,,None,1389
MSI,Intel Core i7 13th Gen i7-13700H (3.70GHz),NVIDIA GeForce RTX 4070,64 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Pro,None,2621.85
HP,Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) 1.30 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,None,782.33
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,8GB,13.3 Inches,1920 x 1200,512GB SSD,Windows 11 Home 64-bit,3.06 lbs,499.99
Lenovo,AMD Ryzen 7 7730U,  AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,3.90 lbs.,1159
Dell,Intel Core i5-1135G7,Intel HD Graphics 620,32GB,15.6 Inches,1920 x 1080,1TB NVMe SSD,Windows 11 Pro,None,572.09
Lenovo,Intel Core i5-1140G7,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,629.99
Lenovo,Intel Core i7 12th Gen 1255U (10-core) Processor,Intel HD Graphics 620,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 11 Home,4.63 lbs.,759.99
HP,AMD Ryzen 3 5300U,AMD Radeon Graphics,32GB,14 Inches,1920 x 1200,1TB SSD,Windows 11 Home,3.24 lbs.,464.99
HP,Intel Core i7-1355U,Intel Iris Xe Graphics,32GB,17.3 Inches,1600 x 900,2TB SSD,Windows 11 Home,None,1059
Lenovo,AMD Ryzen 5 7530U Processor (2.00 GHz up to 4.50 GHz),AMD Radeon Graphics,40 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,None,919
Dell,Intel Core i5-1135G7,Intel UHD Graphics,32GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,531.79
Dell,Intel Core i7-1185G7,Intel HD Graphics,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,None,999
Lenovo,Intel Core i7 13th Gen i7-1355U Deca-core (10 Core),Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,None,1540.26
Lenovo,Intel Core i9 13th Gen i9-13900H Tetradeca-core (14 Core) 2.60 GHz,NVIDIA RTX 2000,32 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,None,2905.47
HP,Intel Core i9-13900H,NVIDIA GeForce RTX 4060,64GB DDR5 RAM,16 Inches,2560 x 1600,2TB SSD,Windows 11 Home,5 - 5.9 lbs.,1799.99
Dell,"Intel Pentium N200 (4 Cores, 4 Threads, 3.7GHz Turbo Speed)",Intel UHD Graphics,8GB,11.6 Inches,1366 x 768,512GB PCIe NVMe M.2 Solid State Drive,Windows 11 Pro,3.12 lbs.,419
Lenovo,Intel Core i9-13900HX,NVIDIA GeForce RTX 4080,16GB,16 Inches,2560 x 1600 WQXGA,1TB SSD,Windows 11 Onyx Grey,None,2249.99
MSI,Intel Core i7-12650H (10 core),NVIDIA GeForce RTX 4070,64GB DDR5 RAM,15.6 Inches,144Hz,4TB SSD,Windows 11 Home,None,1889.99
Lenovo,Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 8 GB On-board Memory - 512 GB SSD,Intel Iris Plus Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,None,775
Lenovo,Intel Core i7-1160G7,Intel Iris Xe Graphics,16 GB,13.6 Inches,2160 x 1350,512 GB SSD,Windows 11 Home,None,759.99
Acer,Intel Core i9-13900HX,NVIDIA GeForce RTX,64 GB,17.0 Inches,2560 x 1600,2 TB PCIe SSD,Windows 11 Home,6.61 lbs.,3499.99
Dell,Intel Core i7-1260P,Intel Iris Xe Graphics,16GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Pro,4.5,899.99
HP,Intel Core i5-1335U (10-Core) Processor,Intel Iris Xe Graphics,64 GB DDR4 3200 MHz RAM,"17.3"" IPS Anti-Glare FHD (1920 x 1080) Display",,"1 TB, M.2, PCIe NVMe, SSD",,None,865
Lenovo,Intel Core i7 i7-1180G7 Quad-core (4 Core) 2.20 GHz,Intel HD Graphics 620,16 GB,13.3 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,2.14 lbs,789.99
Lenovo,Intel Core i7 11th Gen i7-1180G7 Quad-core (4 Core) 2.20 GHz,,,,,512 GB SSD,Win 10 Pro 64-bit (includes Win 11 Pro License),None,759.99
HP,Intel Celeron N4120,Intel UHD Graphics 600,8GB,14 Inches,1366 x 768,64GB eMMC,Windows 11 Home,3 - 3.9 lbs.,339
HP,Intel Core i7-1355U (10 cores),Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,3.86,949.99
HP,Intel Core i7-1355U,Intel HD Graphics,64GB,17.3 Inches,1600 x 900,2TB SSD,Windows 11 Home,4 - 4.9 lbs.,1199.99
Lenovo,AMD Ryzen 9 6900HS,NVIDIA GeForce RTX 3050,4GB,14.5 Inches,3072 x 1920,1TB SSD,Windows 11 Home,None,1399.99
Lenovo,"AMD Ryzen 7 7840HS (8 Cores, 16 Threads, 16MB L3 Cache, 3.8 GHz base frequency, up to 5.1 GHz max turbo frequency)",GeForce RTX 4050 GPU 6GB GDDR6,64GB DDR5 RAM,"16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 45%NTSC, 350 nits, 144Hz",,,,5 - 5.9 lbs.,1769
Lenovo,Intel Core i7-1160G7,Intel Iris Xe Graphics,16GB,13.0 Inches,2160 x 1350,512GB SSD,Windows 10 Pro,2.14 lbs,729.99
Lenovo,Intel Core i7-13700H Processor,Intel® HD Graphics 620,8GB,16 Inches,1920 x 1200,1TB SSD,Windows 10 Home,None,1709
Acer,AMD Ryzen 7 6000 Series,NVIDIA GeForce RTX 3070 Ti,16GB,15.6 Inches,2560 x 1440,1TB SSD,Windows 11 Home,5.51 lbs.,1179.99
HP,Intel Celeron N4020,Intel UHD Graphics,4GB,14 Inches,1920 x 1080,64GB eMMC,Windows 10 Home,None,259.99
HP,Intel Core i7-1255U,Intel Iris Xe,32GB,17.3 Inches,1600x900,1TB PCIe SSD,Windows 11 Pro,None,949
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,3 - 3.9 lbs.,559
Lenovo,Intel Core i7-1365U vPro® Processor,Intel Iris Xe Graphics,16 GB,13.3 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,None,1149.99
HP,Intel Celeron N4120,Intel UHD Graphics 600,16GB,14 Inches,1366 x 768,64GB eMMC,Windows 11 Home,None,359
Lenovo,Intel Core i7-13700HX,Intel UHD Graphics,32GB,16 Inches,3840 x 2400,1TB SSD,Windows 10 Home,None,2079
ASUS,Intel Core i3-1215U,Intel UHD Graphics,12GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,3 - 3.9 lbs.,429.99
Lenovo,Ryzen 5 5625U,AMD Radeon Graphics,256GB SSD,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,488.83
ASUS,AMD Ryzen 9 5900HX,GeForce RTX 3080,16GB,15.6 Inches,1920 x 1080,1TB NVMe SSD,Windows 10 Home,5.07 lbs.,1699
Lenovo,AMD Ryzen 7 PRO 7840U,AMD Radeon Graphics,32 GB,14 Inches,1920 x 1200,1 TB SSD,Windows 10 Home,lbs,969
MSI,Intel Core i7 11th Gen 11800H (2.30GHz),NVIDIA GeForce RTX 3060,64GB DDR4,17.3 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Home,6 - 6.9 lbs.,1699.99
Acer,Intel Core i7-12650H,NVIDIA GeForce RTX 4060,16 GB,15.6 Inches,1920 x 1080,512 GB PCIe SSD,Windows 11 Home,5.51 lbs.,994.99
HP,Intel Celeron N4500 Dual-core (2 Core),Intel UHD Graphics,4 GB,14 Inches,1366 x 768,32 GB Flash Memory,Chrome OS,None,250.46
Lenovo,Intel Core i5-1335U,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,1.00 lbs,998.55
MSI,Intel Core i5-11400H,NVIDIA GeForce RTX 3050,8GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Home,4.63 lbs.,920.99
Lenovo,Intel Core i9 13th Gen 13905H (2.60GHz),NVIDIA GeForce RTX 4060,32 GB,16 Inches,3200 x 2000,1 TB NVMe SSD,Windows 11 Home,4.92 lbs.,2099
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,None,399.99
Lenovo,Intel Core i7-1360P (3.6GHz),NVIDIA GeForce GTX 1050,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1089
Lenovo,AMD Ryzen 7 5700U,AMD Radeon Graphics,24 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,None,699
Lenovo,Intel Core i7-1360P (3.6GHz),NVIDIA GeForce RTX 2060,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1089
Dell,Intel Core i7-1355U,Intel Iris Plus Graphics 640,64GB,15.6 Inches,1920 x 1080,2TB PCIe NVMe M.2 SSD,Windows 11 Pro,3.64 lbs.,1129.99
DELL,Intel Core i7 13th Gen,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,3.99 lbs.,917.3
ASUS,Intel Core i7-13700H,Intel Iris Xe Graphics,16GB,14.5 Inches,2880 x 1800,512GB SSD,Windows 11 Home,None,949.99
HP,AMD Ryzen 3 5425U,AMD Radeon Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,3.84 lbs.,779
Lenovo,Intel Core i5-13420H,NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,None,819.99
BMAX,Intel N3350,Intel HD Graphics,8GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.3kg,219
Acer,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,64GB DDR5,16 Inches,2560 x 1600,2TB SSD,Windows 11 Home,5 - 5.9 lbs.,1599.99
Dell,Intel Core i7-1355U Processor,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,949
HP,Intel Core i7-1355U,Intel Iris Plus Graphics,16GB,17.3 Inches,1600 x 900,1TB SSD,Windows 11 Home,None,829.99
MSI,Intel Core i7 12th Gen 12650H (2.30GHz),NVIDIA GeForce RTX 4070,8 GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,1 TB NVMe SSD,Windows 11 Home,4.96 lbs.,1499
Microsoft,Intel Core i7 12th Gen 1255U (1.70GHz) ,Intel Iris Xe Graphics ,32GB ,"13"" Touchscreen",2880 x 1920 ,1TB SSD,Windows 11 Home,1.94 lbs.,1799.99
HP,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 2050,16GB,15.6 Inches,1920x1080,512GB SSD,Windows 11 Home,None,618
Lenovo,AMD Ryzen 5 7645HX,NVIDIA GeForce RTX 4050,16 GB,16 Inches,2560 x 1600,512 GB SSD,Windows 10 Home,lbs,997.49
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,3 - 3.9 lbs.,558.97
ASUS,Intel Core i3 1215U,Intel UHD Graphics,8 GB,14 Inches,1920 x 1200,128 GB SSD,Chrome OS,None,692.65
Lenovo,Intel Core i5-1335U Processor,Intel Iris Xe Graphics,16 GB,13.3 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,None,892.32
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4050,64GB,15.6 Inches,1920 x 1080,2TB PCIe SSD,Windows 11 Home,4 - 4.9 lbs.,1329.99
Dell,"Intel Core i5-1135G7(Beats i7-1065G7) Processor(Quad-core), 32GB DDR4 RAM, 2TB SSD, Webcam, HDMI, Wi-Fi 5, Numeric Keypad, Windows 11 Home, Black",,,,,,,3 - 3.9 lbs.,649.99
Acer,Intel Celeron N4500 (1.10GHz),Intel UHD Graphics,4GB,17.3 Inches,1920 x 1200,128GB SSD,Chrome OS,None,340.99
Lenovo,Intel Core i5-1335U,Intel UHD Graphics,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,None,863.64
Acer,Intel Core i5-1135G7,NVIDIA GeForce MX450,40GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3.64 lbs.,819
Dell,Intel Core i7-1185G7 vPro Processor,Intel Iris Xe Graphics,32GB DDR4,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.2,999.99
HP,Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) 1.30 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,None,799.99
Lenovo,Intel N5100 (1.1GHz),Intel UHD Graphics,32GB,11.6 Inches,1920 x 1200,32GB SSD,Windows 11 Home,None,249
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,3.75,769.99
ASUS,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4080,32GB DDR5,17.3 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,6.61 lbs.,2887.99
Lenovo,Intel Core i5-1335U (2.2GHz),Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,919.12
Lenovo,"Intel Core i7 1185G7 @ 3GHz (vPro, 4 Cores, 12M Cache, up to 4.80 GHz, with IPU)",Intel Iris Xe Graphics,16GB,14 Inches,3840 x 2400,512GB PCIe OPAL 2 SSD,Windows 10 Pro 64-bit,3 lbs,1599.99
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,729.79
Dell,Intel Core i5-1245U Processor,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,None,875
HP,Intel Core i7-1255U Processor,Nvidia GeForce MX550,32GB DDR4 RAM,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,None,1053.99
Acer,Intel Core i5-12450H,NVIDIA GeForce RTX 3050,8GB,17.3 Inches,1920 x 1080,512 GB PCIe SSD,Windows 11 Home,6.61 lbs.,883.99
Lenovo,i7-13700H (2.9GHz),NVIDIA GeForce RTX 4050,6GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,949.99
ASUS,Intel Celeron N5100 (1.1GHz),Intel UHD Graphics,8GB,11.6 Inches,1366 x 768,32GB eMMC SSD,Chrome OS,None,199.99
ASUS,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,589.99
Acer,AMD Ryzen 3 7320U Quad-core (4 Core) 2.40 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,None,433.68
HP,Intel Core i5-1335U (10-Core) Processor,Intel Iris Xe Graphics,32GB,"17.3"" IPS Anti-Glare FHD (1920 x 1080) Display",,32GB DDR4 3200MHz RAM; 2TB PCIe NVMe M.2 Solid State Drive,,None,789.79
Lenovo,Intel Core i7-13700HX,                                                                                                                                                                                                                                            ,,,,,,None,1519
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4050,16GB,15.6 Inches,1920x1080,2TB PCIe SSD,Windows 11 Home,4 - 4.9 lbs.,1229.99
HP,AMD Ryzen 7 PRO 5875U Octa-core (8 Core) 2 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,None,875.34
MSI,Intel Core i5-11400H,NVIDIA GeForce RTX 3050,8GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,512 GB PCIe SSD,Windows 11 Home,4.10 lbs.,650
HP,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 2050,32GB DDR5,"15.6"" FHD IPS 144Hz",1920 x 1080,1TB SSD,Windows 11 Home,None,709.99
HP,Intel Core i7-1165G7,Intel Iris Xe Graphics,64GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,3.75,942
HP,AMD Ryzen 5 7530U,AMD Radeon Graphics,32GB,17.3 Inches,1600 x 900,2TB PCIe SSD,Windows 11 Home,None,799
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4050,16GB,15.6 Inches,1920x1080,2TB PCIe SSD,Windows 11 Home,4 - 4.9 lbs.,1229.99
ASUS,Intel Celeron N5100 (1.1GHz),Intel UHD Graphics,8GB,11.6 Inches,1366 x 768,32GB eMMC SSD,Chrome OS,None,199.99
ASUS,Intel Core i7-1165G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,589.99
Acer,AMD Ryzen 3 7320U Quad-core (4 Core) 2.40 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,None,433.68
Lenovo,Intel Core i3-10110U,Intel HD Graphics,8GB,15.6 Inches,1920 x 1080,256GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,388.79
HP,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 2050,32GB DDR5,"15.6"" FHD IPS 144Hz",1920 x 1080,1TB SSD,Windows 11 Home,None,709.99
HP,AMD Ryzen 5 7530U,AMD Radeon Graphics,32GB,17.3 Inches,1600 x 900,2TB PCIe SSD,Windows 11 Home,None,799
Lenovo,Intel Core i5-1135G7,Intel Iris Xe,12GB,15.6 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Pro,None,558.99
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,548.99
Lenovo,AMD Ryzen 5 5625U (2.3GHz),AMD Radeon Graphics,256GB SSD,14 Inches,,256GB SSD,Windows 10 Home,1.00 lbs,344.3
Asus,Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz,Intel Iris Xe Graphics NanoEdg,16 GB,14 Inches,1920 x 1200,512 GB SSD,ChromeOS,None,931.9
Lenovo,Intel Core i5-1240P (2.4GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro 64-bit,2.48 lbs,758.11
ASUS,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,4.63,799.99
MSI,Intel Core i5-11400H,NVIDIA GeForce GTX 1650 Max-Q,8GB,15.6 Inches,1920 x 1080 IPS-Level 60 Hz,256GB NVMe SSD,Windows 11 Home,4.10 lbs.,646.29
ASUS,Intel Core i3 1215U,Intel UHD Graphics,8 GB,14 Inches,1920 x 1200,128 GB SSD,Chrome OS,None,692.65
MSI,Intel Core i9-13980HX,NVIDIA GeForce RTX,32GB,17.0 Inches,2560 x 1600,2TB NVMe SSD,Windows 11 Pro,6.83 lbs.,3899
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,256GB NVMe SSD,Windows 11 Home,3 - 3.9 lbs.,474.79
MSI,Intel Core i7 11th Gen 1195G7 (2.90 GHz),Intel Iris Xe Graphics,16 GB,16 Inches,2560 x 1600,512 GB SSD,Windows 10 Pro 64-bit,4.19 lbs.,1049.99
MSI,Intel Core i7 12th Gen 12700H (2.30GHz),NVIDIA GeForce RTX 3080 Laptop,32GB,16.0 Inches,2560 x 1600,1TB SSD,Windows 11 Pro 64-bit,6.38 lbs.,2169
Dell,Intel Core i7 64GB RAM 1TB PCIe NVMe SSD,,,"16"" Full HD+ Touchscreen",1920 x 1200,1TB PCIe NVMe SSD,Windows 11 Pro,None,1199.99
Asus,Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,None,876.82
HP,"Intel Core i7-1195G7 (up to 5.0 GHz, 12 MB L3 cache, 4 cores, 8 threads)",Intel Iris Xe Graphics,32 GB DDR4-3200 SDRAM,"15.6"" diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits",,1 TB PCIe NVMe M.2 SSD,Windows 11 Pro,None,903.99
ASUS,Intel Core i7-12700H,NVIDIA GeForce RTX 4070,16GB DDR4,15.6 Inches,1920x1080,1TB PCIe SSD,Windows 11 Home,4.85 lb,1249.99
Asus,Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,None,978.75
Asus,Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,None,999.99
HP,AMD Ryzen 5 7530U,Integrated AMD Radeon Graphics,16GB,17.3 Inches,1600 x 900,1TB PCIe SSD,Windows 11 Pro,None,739.99
Lenovo,Intel Core i7-11800H,NVIDIA GeForce RTX 3050 Ti,32GB,16 Inches,2560x1600,1TB PCIe NVMe M.2 SSD,Windows 11 Pro,3.7 pounds,1699.99
